time,rps
1696094560232,20.25
1696094561232,20.25
1696094562232,20.25
1696094563232,20.5
1696094564232,20.25
1696094565232,20.25
1696094566232,20.25
1696094567232,19.75
1696094568232,20.25
1696094569232,19.75
1696094570232,20.25
1696094571232,10.75
1696094572232,20
1696094573232,10.5
1696094574232,20.25
1696094575232,20.25
1696094576232,20
1696094577232,20.25
1696094578232,19.75
1696094579232,20.25
1696094580232,13.75
1696094581232,20.25
1696094582232,10.75
1696094583232,20.25
1696094584232,17.25
1696094585232,20
1696094586232,20
1696094587232,20.25
1696094588232,20.25
1696094589232,19.25
1696094590232,20.25
1696094591232,19
1696094592232,20.25
1696094593232,11.5
1696094594232,19.5
1696094595232,11.25
1696094596232,19.75
1696094597232,20.25
1696094598232,11.75
1696094599232,20.25
1696094600232,18.25
1696094601232,20.25
1696094602232,19.5
1696094603232,19.75
1696094604232,12.5
1696094605232,18.5
1696094606232,19.75
1696094607232,10.75
1696094608232,14.75
1696094609232,11.75
1696094610232,19.75
1696094611232,20.25
1696094612232,15.75
1696094613232,20.25
1696094614232,19.75
1696094615232,20.25
1696094616232,20.25
1696094617232,19.75
1696094618232,11.5
1696094619232,19.5
1696094620232,20.25
1696094621232,10.75
1696094622232,20.25
1696094623232,17
1696094624232,20.25
1696094625232,20.25
1696094626232,20.25
1696094627232,23.25
1696094628232,20.25
1696094629232,20.25
1696094630232,20.25
1696094631232,11
1696094632232,19.75
1696094633232,20.25
1696094634232,10.5
1696094635232,20.25
1696094636232,10.5
1696094637232,20.25
1696094638232,20
1696094639232,19.5
1696094640232,20.25
1696094641232,19.5
1696094642232,20.25
1696094643232,11
1696094644232,20.25
1696094645232,10.75
1696094646232,20.25
1696094647232,20.25
1696094648232,20
1696094649232,20.25
1696094650232,20
1696094651232,20.25
1696094652232,13.75
1696094653232,20.25
1696094654232,20.5
1696094655232,20.25
1696094656232,25.75
1696094657232,20.25
1696094658232,19.25
1696094659232,20.25
1696094660232,11.5
1696094661232,20.25
1696094662232,19.75
1696094663232,20.25
1696094664232,20.25
1696094665232,19.25
1696094666232,11.5
1696094667232,19.25
1696094668232,20.25
1696094669232,11.25
1696094670232,20
1696094671232,11
1696094672232,20.25
1696094673232,20.25
1696094674232,20.25
1696094675232,20.25
1696094676232,19.75
1696094677232,20.25
1696094678232,10.75
1696094679232,20.25
1696094680232,19.25
1696094681232,20.25
1696094682232,20
1696094683232,19.75
1696094684232,11.5
1696094685232,20.25
1696094686232,20.25
1696094687232,19.75
1696094688232,20.25
1696094689232,15.75
1696094690232,20.25
1696094691232,11.25
1696094692232,18.5
1696094693232,14.5
1696094694232,11
1696094695232,20.25
1696094696232,12.25
1696094697232,19.75
1696094698232,19.25
1696094699232,19
1696094700232,20
1696094701232,10.75
1696094702232,19.25
1696094703232,11.25
1696094704232,15.75
1696094705232,20.25
1696094706232,11.25
1696094707232,20.25
1696094708232,16
1696094709232,20
1696094710232,20.25
1696094711232,18
1696094712232,18.75
1696094713232,18.75
1696094714232,20
1696094715232,12.5
1696094716232,17
1696094717232,11.75
1696094718232,20.5
1696094719232,20.25
1696094720232,22.75
1696094721232,20.25
1696094722232,18.75
1696094723232,19.75
1696094724232,11
1696094725232,10.25
1696094726232,11.5
1696094727232,14
1696094728232,20.25
1696094729232,20.25
1696094730232,20.25
1696094731232,17
1696094732232,20
1696094733232,20.25
1696094734232,17.75
1696094735232,19.75
1696094736232,10.25
1696094737232,20.25
1696094738232,12.75
